timestamp,eyetrackerLog,sampledLook,avgPOS,curLook,response
1877525.8897000458,,"(-1, -1)","(-1, -1)",away,left
1877530.0482001621,,"(-1, -1)","(-1, -1)",away,left
1877531.4377001487,,"(-1, -1)","(-1, -1)",away,left
1877532.3620000854,,"(-1, -1)","(-1, -1)",away,left
1877533.279699972,,"(-1, -1)","(-1, -1)",away,left
1877533.951899968,,"(-1, -1)","(-1, -1)",away,left
1877534.5919001848,,"(-1, -1)","(-1, -1)",away,left
1877535.179400118,,"(-1, -1)","(-1, -1)",away,left
1877535.7570999768,,"(-1, -1)","(-1, -1)",away,left
1877536.2949001137,,"(-1, -1)","(-1, -1)",away,left
1877536.838100059,,"(-1, -1)","(-1, -1)",away,left
1877537.4141000211,,"(-1, -1)","(-1, -1)",away,left
1877538.01940009,,"(-1, -1)","(-1, -1)",away,left
1877538.626600057,,"(-1, -1)","(-1, -1)",away,left
1877539.1977999825,,"(-1, -1)","(-1, -1)",away,left
1877539.7722001653,,"(-1, -1)","(-1, -1)",away,left
1877540.3462999966,,"(-1, -1)","(-1, -1)",away,left
1877540.914800018,,"(-1, -1)","(-1, -1)",away,left
1877541.4760001004,,"(-1, -1)","(-1, -1)",away,left
1877542.032000143,,"(-1, -1)","(-1, -1)",away,left
1877545.8050000016,,"(-1, -1)","(-1, -1)",away,left
1877546.4821001515,,"(-1, -1)","(-1, -1)",away,left
1877547.0478001516,,"(-1, -1)","(-1, -1)",away,left
1877547.6259000134,,"(-1, -1)","(-1, -1)",away,left
1877548.2089000288,,"(-1, -1)","(-1, -1)",away,left
1877548.9068001043,,"(391.0, 684.0)","(391.0, 684.0)",left,left
1877549.516600091,,"(391.0, 684.0)","(391.0, 684.0)",left,left
1877550.139900064,,"(391.0, 684.0)","(391.0, 684.0)",left,left
1877550.731100142,,"(391.0, 684.0)","(391.0, 684.0)",left,left
1877551.8304000143,,"(391.0, 684.0)","(391.0, 684.0)",left,left
